"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"328",912000,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"329",912960,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"330",922880,"Dmin","Cmin","i","i","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"331",936960,"Bmin7","Amin7","vi7","vi","Cmin","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"332",940800,"Dmaj","Cmaj","I","I","Amin7","Cmin","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"333",944640,"Amaj","Gmaj","V","V","Cmaj","Amin7","Cmin","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"334",948480,"Adom7","Gdom7","V7","V","Gmaj","Cmaj","Amin7","Cmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"335",952320,"Bmaj","Amaj","VI","VI","Gdom7","Gmaj","Cmaj","Amin7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"336",956160,"Edom7","Ddom7","V7/V","V/V","Amaj","Gdom7","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"337",958080,"Edom7","Ddom7","V7/V","V/V","Ddom7","Amaj","Gdom7","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"338",960000,"Bmin7","Amin7","vi7","vi","Ddom7","Ddom7","Amaj","Gdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"339",961920,"Dmaj","Cmaj","I","I","Amin7","Ddom7","Ddom7","Amaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"340",963840,"Adom7","Gdom7","V7","V","Cmaj","Amin7","Ddom7","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"341",967680,"Bmaj","Amaj","VI","VI","Gdom7","Cmaj","Amin7","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"342",969600,"Bmaj","Amaj","VI","VI","Amaj","Gdom7","Cmaj","Amin7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"343",971520,"Edom7","Ddom7","V7/V","V/V","Amaj","Amaj","Gdom7","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"344",973440,"Edom7","Ddom7","V7/V","V/V","Ddom7","Amaj","Amaj","Gdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"345",975360,"Bmin7","Amin7","vi7","vi","Ddom7","Ddom7","Amaj","Amaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"346",977280,"Dmaj","Cmaj","I","I","Amin7","Ddom7","Ddom7","Amaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"347",979200,"Adom7","Gdom7","V7","V","Cmaj","Amin7","Ddom7","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"348",981120,"Adom7","Gdom7","V7","V","Gdom7","Cmaj","Amin7","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"349",983040,"Dmaj","Cmaj","I","I","Gdom7","Gdom7","Cmaj","Amin7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"350",984960,"Amaj","Gmaj","V","V","Cmaj","Gdom7","Gdom7","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"351",986880,"Amaj","Gmaj","V","V","Gmaj","Cmaj","Gdom7","Gdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"352",992640,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Cmaj","Gdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"353",994560,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"354",1000320,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"355",1002240,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"356",1006080,"Dmaj","Cmaj","I","I","Gmaj","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"357",1008000,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"358",1009920,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"359",1011840,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"360",1013760,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"361",1015680,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"362",1017600,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"363",1019520,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"364",1021440,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"365",1022400,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"366",1023360,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"367",1024320,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"368",1025280,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"369",1026240,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"370",1027200,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"371",1028160,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"372",1029120,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"373",1031040,"Dmaj","Cmaj","I","I","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"374",1032960,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"375",1034880,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"376",1036800,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"377",1038720,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"378",1040640,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"379",1042560,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"380",1044480,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"381",1048320,"Amaj","Gmaj","V","V","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"382",1052160,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"383",1056000,"Amaj","Gmaj","V","V","Cmaj","Gmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"384",1059840,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"385",424320,"Emin","Dmin","ii","ii","Cmaj","Gmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"386",425280,"Emin","Dmin","ii","ii","Dmin","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"387",435840,"Emin","Dmin","ii","ii","Dmin","Dmin","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"388",436800,"Emin","Dmin","ii","ii","Dmin","Dmin","Dmin","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"389",447360,"Emin","Dmin","ii","ii","Dmin","Dmin","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"390",448320,"Emin","Dmin","ii","ii","Dmin","Dmin","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"391",458880,"Emin","Dmin","ii","ii","Dmin","Dmin","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"392",459840,"Emin","Dmin","ii","ii","Dmin","Dmin","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"393",464640,"C#/Db, E, G, A#/Bb - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Dmin","Dmin","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"394",465600,"C#/Db, E, G, A#/Bb - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","D, F, G#/Ab, B - fulldim7","Dmin","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"395",470400,"Dmaj","Cmaj","I","I","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"396",471360,"Dmaj","Cmaj","I","I","Cmaj","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"397",481920,"Gmaj","Fmaj","IV","IV","Cmaj","Cmaj","D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"398",482880,"Gmaj","Fmaj","IV","IV","Fmaj","Cmaj","Cmaj","D, F, G#/Ab, B - fulldim7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"399",499200,"Ddom7","Cdom7","V7/IV","V/IV","Fmaj","Fmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"400",500160,"Ddom7","Cdom7","V7/IV","V/IV","Cdom7","Fmaj","Fmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"401",534720,"Gmaj","Fmaj","IV","IV","Cdom7","Cdom7","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"402",540480,"Gmaj","Fmaj","IV","IV","Fmaj","Cdom7","Cdom7","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"403",542400,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Cdom7","Cdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"404",550080,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Cdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"405",552000,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"406",553920,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"407",559680,"Emin","Dmin","ii","ii","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"408",573120,"Gmaj","Fmaj","IV","IV","Dmin","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"409",578880,"Gmaj","Fmaj","IV","IV","Fmaj","Dmin","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"410",580800,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Dmin","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"411",588480,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"412",590400,"Gmaj","Fmaj","IV","IV","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"413",594240,"Amin","Gmin","ii/IV","ii/IV","Fmaj","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"414",605760,"Gmaj","Fmaj","IV","IV","Gmin","Fmaj","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"415",655680,"Amaj","Gmaj","V","V","Fmaj","Gmin","Fmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"416",657579,"Amaj","Gmaj","V","V","Gmaj","Fmaj","Gmin","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"417",660459,"Dmaj","Cmaj","I","I","Gmaj","Gmaj","Fmaj","Gmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"418",661419,"Dmaj","Cmaj","I","I","Cmaj","Gmaj","Gmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"419",662379,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"420",663339,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"421",666219,"Edom7","Ddom7","V7/V","V/V","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"422",667179,"Edom7","Ddom7","V7/V","V/V","Ddom7","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"423",668139,"Amaj","Gmaj","V","V","Ddom7","Ddom7","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"424",669099,"Amaj","Gmaj","V","V","Gmaj","Ddom7","Ddom7","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"425",670059,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Ddom7","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"426",671019,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"427",695020,"Amaj","Gmaj","V","V","Gmaj","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"428",695980,"Edom7","Ddom7","V7/V","V/V","Gmaj","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"429",699820,"Bdom7","Adom7","V7/ii","V/ii","Ddom7","Gmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"430",701740,"Adom7","Gdom7","V7","V","Adom7","Ddom7","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"431",763200,"Dmin","Cmin","i","i","Gdom7","Adom7","Ddom7","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"432",767040,"Gmaj","Fmaj","IV","IV","Cmin","Gdom7","Adom7","Ddom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"433",780472,"Amaj","Gmaj","V","V","Fmaj","Cmin","Gdom7","Adom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"434",782392,"Amaj","Gmaj","V","V","Gmaj","Fmaj","Cmin","Gdom7","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"435",784312,"Dmaj","Cmaj","I","I","Gmaj","Gmaj","Fmaj","Cmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"436",786232,"Dmaj","Cmaj","I","I","Cmaj","Gmaj","Gmaj","Fmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"437",788152,"Emin","Dmin","ii","ii","Cmaj","Cmaj","Gmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"438",790072,"Emin","Dmin","ii","ii","Dmin","Cmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"439",791992,"Dmaj","Cmaj","I","I","Dmin","Dmin","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"440",793912,"Dmaj","Cmaj","I","I","Cmaj","Dmin","Dmin","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"441",810189,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Dmin","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"442",811149,"Amaj","Gmaj","V","V","Cmaj","Cmaj","Cmaj","Dmin","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"443",812109,"Dmaj","Cmaj","I","I","Gmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"444",937920,"Dmaj","Cmaj","I","I","Cmaj","Gmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"445",938880,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Gmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"446",945600,"Amaj","Gmaj","V","V","Cmaj","Cmaj","Cmaj","Gmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"447",946560,"Amaj","Gmaj","V","V","Gmaj","Cmaj","Cmaj","Cmaj","Verdi","Alzira (tragedia lirica), 1.Sinfonia","Minor","Opera"
"448",6144,"F#/Gbmaj","Emaj","III","III",NA,NA,NA,NA,"Verdi","Aida, 1.Prelude","Major","Opera"
"449",11136,"Ddom7","Cdom7","V7/IV","V/IV","Emaj",NA,NA,NA,"Verdi","Aida, 1.Prelude","Major","Opera"
"450",12288,"F#/Gbmaj","Emaj","III","III","Cdom7","Emaj",NA,NA,"Verdi","Aida, 1.Prelude","Major","Opera"
"451",16320,"F#/Gbmin","Emin","iii","iii","Emaj","Cdom7","Emaj",NA,"Verdi","Aida, 1.Prelude","Major","Opera"
"452",16512,"Gmaj","Fmaj","IV","IV","Emin","Emaj","Cdom7","Emaj","Verdi","Aida, 1.Prelude","Major","Opera"
"453",17472,"Emin","Dmin","ii","ii","Fmaj","Emin","Emaj","Cdom7","Verdi","Aida, 1.Prelude","Major","Opera"
"454",18048,"Bmin","Amin","vi","vi","Dmin","Fmaj","Emin","Emaj","Verdi","Aida, 1.Prelude","Major","Opera"
"455",18240,"F#/Gbmin","Emin","iii","iii","Amin","Dmin","Fmaj","Emin","Verdi","Aida, 1.Prelude","Major","Opera"
"456",18624,"Dmaj","Cmaj","I","I","Emin","Amin","Dmin","Fmaj","Verdi","Aida, 1.Prelude","Major","Opera"
"457",18816,"Emin","Dmin","ii","ii","Cmaj","Emin","Amin","Dmin","Verdi","Aida, 1.Prelude","Major","Opera"
"458",24576,"Gmin","Fmin","iv","iv","Dmin","Cmaj","Emin","Amin","Verdi","Aida, 1.Prelude","Major","Opera"
"459",25344,"Amaj","Gmaj","V","V","Fmin","Dmin","Cmaj","Emin","Verdi","Aida, 1.Prelude","Major","Opera"
"460",25728,"Gmaj","Fmaj","IV","IV","Gmaj","Fmin","Dmin","Cmaj","Verdi","Aida, 1.Prelude","Major","Opera"
"461",26880,"Gmaj","Fmaj","IV","IV","Fmaj","Gmaj","Fmin","Dmin","Verdi","Aida, 1.Prelude","Major","Opera"
"462",27456,"Emin7","Dmin7","ii7","ii","Fmaj","Fmaj","Gmaj","Fmin","Verdi","Aida, 1.Prelude","Major","Opera"
"463",30720,"F#/Gbmaj","Emaj","III","III","Dmin7","Fmaj","Fmaj","Gmaj","Verdi","Aida, 1.Prelude","Major","Opera"
"464",30816,"F#/Gbmaj7","Emaj7","IIIM7","III","Emaj","Dmin7","Fmaj","Fmaj","Verdi","Aida, 1.Prelude","Major","Opera"
"465",31008,"F#/Gbmaj7","Emaj7","IIIM7","III","Emaj7","Emaj","Dmin7","Fmaj","Verdi","Aida, 1.Prelude","Major","Opera"
"466",31200,"F#/Gbmaj","Emaj","III","III","Emaj7","Emaj7","Emaj","Dmin7","Verdi","Aida, 1.Prelude","Major","Opera"
"467",31392,"F#/Gbmaj","Emaj","III","III","Emaj","Emaj7","Emaj7","Emaj","Verdi","Aida, 1.Prelude","Major","Opera"
"468",32160,"F#/Gbmaj","Emaj","III","III","Emaj","Emaj","Emaj7","Emaj7","Verdi","Aida, 1.Prelude","Major","Opera"
"469",38400,"Dmaj","Cmaj","I","I","Emaj","Emaj","Emaj","Emaj7","Verdi","Aida, 1.Prelude","Major","Opera"
"470",38688,"Dmaj","Cmaj","I","I","Cmaj","Emaj","Emaj","Emaj","Verdi","Aida, 1.Prelude","Major","Opera"
"471",38976,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Emaj","Emaj","Verdi","Aida, 1.Prelude","Major","Opera"
"472",39168,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Emaj","Verdi","Aida, 1.Prelude","Major","Opera"
"473",39936,"Dmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Cmaj","Verdi","Aida, 1.Prelude","Major","Opera"
"474",9360,"Amin","Cmin","i","i",NA,NA,NA,NA,"Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"475",10080,"Amin","Cmin","i","i","Cmin",NA,NA,NA,"Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"476",10800,"Amin","Cmin","i","i","Cmin","Cmin",NA,NA,"Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"477",11520,"D, F, G#/Ab, B - fulldim7","D, F, G#/Ab, B - fulldim7","viiº7","viiº","Cmin","Cmin","Cmin",NA,"Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"478",11760,"Edom7","Gdom7","V7","V","D, F, G#/Ab, B - fulldim7","Cmin","Cmin","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"479",12240,"Edom7","Gdom7","V7","V","Gdom7","D, F, G#/Ab, B - fulldim7","Cmin","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"480",12960,"Edom7","Gdom7","V7","V","Gdom7","Gdom7","D, F, G#/Ab, B - fulldim7","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"481",13680,"Edom7","Gdom7","V7","V","Gdom7","Gdom7","Gdom7","D, F, G#/Ab, B - fulldim7","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"482",14640,"Amin","Cmin","i","i","Gdom7","Gdom7","Gdom7","Gdom7","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"483",15120,"Amin","Cmin","i","i","Cmin","Gdom7","Gdom7","Gdom7","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"484",15840,"Amin","Cmin","i","i","Cmin","Cmin","Gdom7","Gdom7","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"485",16560,"Amin","Cmin","i","i","Cmin","Cmin","Cmin","Gdom7","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"486",17280,"Emin","Gmin","ii/IV","ii/IV","Cmin","Cmin","Cmin","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"487",18720,"Emin","Gmin","ii/IV","ii/IV","Gmin","Cmin","Cmin","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"488",26640,"Emaj","Gmaj","V","V","Gmin","Gmin","Cmin","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"489",29280,"Emin","Gmin","ii/IV","ii/IV","Gmaj","Gmin","Gmin","Cmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"490",32400,"Bdom7","Ddom7","V7/V","V/V","Gmin","Gmaj","Gmin","Gmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"491",45360,"Dmin","Fmin","iv","iv","Ddom7","Gmin","Gmaj","Gmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"492",46800,"G#/Abdim","Bdim","viiº","viiº","Fmin","Ddom7","Gmin","Gmaj","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"493",47280,"Edom7","Gdom7","V7","V","Bdim","Fmin","Ddom7","Gmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"494",53040,"Dmin","Fmin","iv","iv","Gdom7","Bdim","Fmin","Ddom7","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
"495",54960,"Dmin","Fmin","iv","iv","Fmin","Gdom7","Bdim","Fmin","Verdi","La forza del destino (opera), 1.Sinfonia","Minor","Opera"
