"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"1",27201,"Bmaj","Cmaj","I","I",NA,NA,NA,NA,"Strauss","Also Sprach Tharathustra, Mvt. 1 Sunrise","Major","Symphony"
"2",29808,"Emaj","Fmaj","IV","IV","Cmaj",NA,NA,NA,"Strauss","Also Sprach Tharathustra, Mvt. 1 Sunrise","Major","Symphony"
